booking_id,hotel_id,cust_id,Booking Date,checkin_date,checkout_date,Room_Nights,Num Rooms,Room_Category,Meal_Plan,Booking_Channel,Booking Price(INR),Discount_Applied(%),Net_Amount_Paid(INR),Payment Status,Cancellation Flag,Refund_Amount(INR),Lead_Time_Days,Post_Stay_Rating
BKG013113,HTL0273,CUST01397,2024-12-09,2024-12-13,2024-12-14,1,4.0,Standard,Breakfast Included,Travel Agent,28906.4,0.0,28906.4,Failed,No,0.0,4.0,
BKG013114,HTL0250,CUST04515,13/01/2024,2024-02-02,2024-02-03,1,1.0,Suite,Breakfast Included,Website,18859.28,5.0,17916.32,Success,Yes,16983.72,20.0,
BKG013115,HTL0148,CUST01152,2025-03-27,2025-04-06,2025-04-07,1,1.0,Premium,Room Only,Website,12265.54,0.0,12265.54,Pending,N,0.0,,4.0
BKG013116,HTL0219,CUST03036,2025-08-13,2025-09-06,2025-09-07,1,1.0,Premium,Room Only,App,9753.59,0.0,9753.59,success,N,0.0,24.0,3.0
BKG013117,HTL0164,CUST04677,2025-12-16,2025-12-24,2025-12-26,2,1.0,Standard,Half Board,Travel Agent,24792.42,10.0,22313.18,Failed,FALSE,0.0,,
BKG013118,HTL0271,CUST04946,2025-07-13,2025-07-14,2025-07-15,1,2.0,Suite,Breakfast Included,Travel Agent,46558.81,,44230.87,Success,FALSE,0.0,1.0,
BKG013119,HTL0035,CUST04449,2025-10-30,2025-11-02,2025-11-03,1,,Deluxe,Half Board,App,25204.43,5.0,23944.21,Success,FALSE,0.0,3.0,2.0
BKG013120,HTL0176,CUST03957,13/08/2026,2026-08-25,2026-08-27,2,2.0,Premium,Breakfast Included,App,54113.77,15.0,45996.7,SUCCESS,No,0.0,12.0,5.0
BKG013121,HTL0066,CUST03250,2026-05-10,2026-05-26,2026-05-29,3,3.0,Deluxe,Room Only,Call Center,143425.94,15.0,121912.05,Success,N,0.0,,
BKG013122,HTL0019,CUST02293,26/10/2025,2025-11-08,2025-11-12,4,2.0,Suite,Breakfast Included,Call Center,48354.15,15.0,41101.03,failed,FALSE,0.0,,4.0
BKG013123,HTL0227,CUST02043,2025-10-29,2025-11-11,2025-11-13,2,2.0,Deluxe,Full Board,Website,42058.08,15.0,35749.37,pending,FALSE,0.0,13.0,5.0
BKG013124,HTL0070,CUST00963,2025-05-22,2025-05-29,2025-05-30,1,2.0,Premium,Full Board,,29599.4,15.0,25159.49,success,N,0.0,7.0,4.0
BKG013125,HTL0267,CUST05767,01/07/2025,2025-08-09,2025-08-11,2,1.0,Suite,Breakfast Included,App,39949.86,0.0,39949.86,success,No,0.0,,
BKG013126,HTL0122,CUST05553,2024-06-13,2024-06-17,2024-06-20,3,1.0,Standard,Room Only,App,12428.75,5.0,11807.31,Success,N,0.0,4.0,4.0
BKG013127,HTL0167,CUST04054,2024-10-05,2024-10-23,2024-10-25,2,1.0,Premium,Room Only,app,32095.94,0.0,32095.94,Refunded,N,0.0,,4.0
BKG013128,HTL0246,CUST00806,2025-03-31,2025-04-03,2025-04-04,1,,Standard,Room Only,App,8743.08,0.0,8743.08,Success,0,0.0,3.0,
BKG013129,HTL0255,CUST02578,14/12/2023,2023-12-14,2023-12-15,1,2.0,Standard,Half Board,App,13536.19,,12859.38,Refunded,FALSE,0.0,,
BKG013130,HTL0242,CUST00362,2025-04-07,2025-04-08,2025-04-09,1,1.0,Suite,Room Only,App,21612.47,0.0,21612.47,Refunded,No,0.0,,4.0
BKG013131,HTL0228,CUST04875,2026-03-01,2026-03-04,2026-03-05,1,2.0,Executive,Room Only,Travel Agent,43003.47,15.0,36552.95,failed,No,0.0,3.0,4.0
BKG013132,HTL0231,CUST03007,2024-04-21,2024-05-26,2024-05-28,2,1.0,Deluxe,Breakfast Included,,22865.07,10.0,20578.56,Success,0,0.0,35.0,3.0
BKG013133,HTL0069,CUST04906,23/01/2024,2024-02-03,2024-02-08,5,1.0,Standard,Room Only,app,45918.3,5.0,43622.38,Success,no,0.0,11.0,3.0
BKG013134,HTL0169,CUST02127,18/01/2025,2025-01-27,2025-01-29,2,2.0,Standard,Room Only,Call Center,37740.27,10.0,33966.24,Success,FALSE,0.0,9.0,
BKG013135,HTL0298,CUST04679,2025-09-21,2025-10-20,2025-10-22,2,1.0,Standard,Breakfast Included,Website,25005.9,20.0,20004.72,success,N,0.0,,2.0
BKG013136,HTL0195,CUST03604,2024-06-13,2024-06-14,2024-06-17,3,1.0,Deluxe,Room Only,app,43968.24,10.0,39571.42,Pending,No,0.0,1.0,
BKG013137,HTL0094,CUST01592,19/04/2024,2024-05-05,2024-05-12,7,1.0,Deluxe,Breakfast Included,Call Center,50914.5,0.0,50914.5,Failed,no,0.0,16.0,
BKG013138,HTL0186,CUST01491,2024-03-12,2024-03-21,2024-03-26,5,3.0,Deluxe,Full Board,Website,63384.06,10.0,57045.65,Success,0,0.0,,3.0
BKG013139,HTL0180,CUST05557,10/12/2024,2024-12-11,2024-12-12,1,4.0,Standard,Room Only,App,15970.98,0.0,15970.98,success,N,0.0,1.0,4.0
BKG013140,HTL0060,CUST05778,2023-09-20,2023-10-01,2023-10-04,3,1.0,Standard,Breakfast Included,Travel Agent,9938.7,0.0,9938.7,Success,N,0.0,11.0,5.0
BKG013141,HTL0218,CUST01861,23/06/2025,2025-07-11,2025-07-14,3,2.0,Standard,Breakfast Included,App,58864.29,20.0,47091.43,success,0,0.0,18.0,
BKG013142,HTL0247,CUST03009,2024-10-24,2024-11-21,2024-11-22,1,1.0,Executive,Half Board,Travel Agent,12621.49,25.0,9466.12,Success,N,0.0,28.0,
BKG013143,HTL0054,CUST04941,10/04/2025,2025-04-13,2025-04-14,1,2.0,Executive,Half Board,Travel Agent,33624.79,10.0,30262.31,SUCCESS,No,0.0,,5.0
BKG013144,HTL0109,CUST03400,2026-05-21,2026-05-27,2026-05-31,4,1.0,Standard,Room Only,Call Center,23293.64,15.0,19799.59,success,No,0.0,,5.0
BKG013145,HTL0065,CUST02450,2025-04-22,2025-04-23,2025-04-25,2,1.0,Deluxe,Half Board,Travel Agent,20118.6,10.0,18106.74,Failed,No,0.0,,3.0
BKG013146,HTL0049,CUST02806,2026-09-01,2026-09-09,2026-09-10,1,1.0,Standard,Breakfast Included,App,10412.2,10.0,9370.98,success,1,4865.25,8.0,
BKG013147,HTL0197,CUST02620,2025-11-20,2025-11-24,2025-11-25,1,1.0,Standard,Breakfast Included,App,7878.02,0.0,7878.02,Success,TRUE,7636.4,,
BKG013148,HTL0274,CUST01662,16/06/2025,2025-06-17,2025-06-19,2,1.0,Suite,Breakfast Included,Website,31097.91,5.0,29543.01,Failed,No,0.0,,
BKG013149,HTL0023,CUST01341,2025-01-21,2025-01-29,2025-01-30,1,1.0,Standard,Breakfast Included,app,4782.09,10.0,4303.88,pending,0,0.0,,5.0
BKG013150,HTL0064,CUST05420,07/07/2024,2024-07-15,2024-07-16,1,1.0,Standard,Room Only,Travel Agent,9807.22,0.0,9807.22,SUCCESS,no,0.0,,
BKG013151,HTL0233,CUST04099,2026-03-28,2026-04-17,2026-04-19,2,1.0,Suite,Half Board,app,33368.83,5.0,31700.39,Refunded,Y,22425.58,,
BKG013152,HTL0253,CUST02104,2026-03-18,2026-04-05,2026-04-13,8,1.0,Deluxe,Breakfast Included,App,96895.87,0.0,96895.87,Success,FALSE,0.0,,4.0
BKG013153,HTL0135,CUST02440,10/02/2024,2024-02-18,2024-02-19,1,1.0,Suite,Breakfast Included,App,14750.02,5.0,14012.52,Pending,TRUE,7308.76,,
BKG013154,HTL0213,CUST05903,2025-10-13,2025-10-23,2025-10-25,2,2.0,Deluxe,Room Only,app,45094.59,5.0,42839.86,Success,TRUE,37846.37,,
BKG013155,HTL0025,CUST02888,2024-08-08,2024-08-09,2024-08-11,2,1.0,Standard,Breakfast Included,app,22918.35,,22918.35,pending,FALSE,0.0,,4.0
BKG013156,HTL0018,CUST04897,2026-07-05,2026-07-07,2026-07-09,2,2.0,Standard,Room Only,app,32218.66,15.0,27385.86,success,FALSE,0.0,,2.0
BKG013157,HTL0235,CUST00475,29/03/2025,2025-03-30,2025-04-01,2,3.0,Deluxe,Half Board,App,93852.42,0.0,93852.42,Success,0,0.0,,5.0
BKG013158,HTL0198,CUST05005,21/06/2024,2024-06-27,2024-06-29,2,1.0,Premium,Breakfast Included,,25758.35,25.0,19318.76,failed,0,0.0,6.0,
BKG013159,HTL0183,CUST02515,2024-06-08,2024-06-26,2024-07-02,6,2.0,Deluxe,Breakfast Included,Website,100595.12,10.0,90535.61,Success,N,0.0,18.0,
BKG013160,HTL0232,CUST03401,2025-01-02,2025-01-09,2025-01-14,5,1.0,Standard,Breakfast Included,Website,35452.37,,35452.37,success,N,0.0,,
BKG013161,HTL0143,CUST01149,06/04/2025,2025-04-11,2025-04-16,5,1.0,Standard,Breakfast Included,Website,56211.04,0.0,56211.04,SUCCESS,FALSE,0.0,5.0,4.0
BKG013162,HTL0240,CUST03625,21/11/2024,2024-12-03,2024-12-04,1,3.0,Standard,Full Board,Travel Agent,20129.49,0.0,20129.49,SUCCESS,N,0.0,,
BKG013163,HTL0161,CUST02414,2026-05-05,2026-05-31,2026-06-01,1,1.0,Premium,Half Board,App,7118.02,5.0,6762.12,Success,no,0.0,26.0,4.0
BKG013164,HTL0230,CUST03311,2025-10-06,2025-10-26,2025-10-27,1,1.0,Deluxe,Room Only,App,10076.44,0.0,10076.44,Refunded,0,0.0,,5.0
BKG013165,HTL0031,CUST04810,2023-10-26,2023-10-28,2023-11-02,5,1.0,Standard,Full Board,Website,62111.44,5.0,59005.87,Success,FALSE,0.0,,
BKG013166,HTL0227,CUST03988,2025-02-24,2025-02-28,2025-03-01,1,2.0,Premium,Room Only,App,26247.84,10.0,23623.06,Refunded,no,0.0,4.0,
BKG013167,HTL0236,CUST02653,13/10/2024,2024-10-19,2024-10-25,6,1.0,Standard,Breakfast Included,App,83717.7,,79531.81,Failed,0,0.0,6.0,2.0
BKG013168,HTL0147,CUST03778,2026-07-29,2026-07-29,2026-08-01,3,1.0,Executive,Breakfast Included,App,35264.89,15.0,29975.16,success,no,0.0,,3.0
BKG013169,HTL0073,CUST03743,10/12/2025,2025-12-13,2025-12-15,2,3.0,Deluxe,Room Only,App,42206.02,5.0,40095.72,SUCCESS,FALSE,0.0,3.0,
BKG013170,HTL0019,CUST05323,16/11/2023,2023-11-25,2023-11-27,2,2.0,Standard,Room Only,,15587.0,10.0,14028.3,Success,0,0.0,9.0,5.0
BKG013171,HTL0241,CUST03062,2024-10-24,2024-10-28,2024-10-29,1,,Standard,Breakfast Included,Travel Agent,8638.36,15.0,7342.61,SUCCESS,no,0.0,4.0,
BKG013172,HTL0254,CUST01851,2025-01-01,2025-01-13,2025-01-14,1,1.0,Standard,Breakfast Included,,9297.96,0.0,9297.96,Success,FALSE,0.0,12.0,
BKG013173,HTL0192,CUST02732,2025-06-14,2025-06-14,2025-06-21,7,,Premium,Full Board,Website,80242.2,0.0,80242.2,pending,FALSE,0.0,,
BKG013174,HTL0216,CUST04975,2026-08-26,2026-09-09,2026-09-10,1,2.0,Standard,Full Board,App,19480.84,0.0,19480.84,Pending,no,0.0,,
BKG013175,HTL0003,CUST01150,2026-06-07,2026-06-09,2026-06-11,2,1.0,Standard,Breakfast Included,Website,16579.39,5.0,15750.42,success,FALSE,0.0,2.0,
BKG013176,HTL0178,CUST00747,2024-09-04,2024-10-04,2024-10-07,3,3.0,Standard,Half Board,Website,89677.49,10.0,80709.74,Refunded,N,0.0,30.0,
BKG013177,HTL0152,CUST02048,24/03/2024,2024-04-09,2024-04-12,3,3.0,Standard,Room Only,,96574.67,20.0,77259.74,Success,FALSE,0.0,,
BKG013178,HTL0170,CUST05259,2025-02-05,2025-02-28,2025-03-01,1,3.0,Deluxe,Full Board,App,52197.01,5.0,49587.16,Pending,No,0.0,23.0,3.0
BKG013179,HTL0189,CUST00774,06/12/2023,2023-12-22,2023-12-24,2,1.0,Premium,Breakfast Included,App,43376.32,15.0,36869.87,Refunded,FALSE,0.0,,2.0
BKG013180,HTL0173,CUST02192,2025-11-17,2025-11-26,2025-11-27,1,2.0,Premium,Room Only,Website,29057.62,20.0,23246.1,SUCCESS,N,0.0,9.0,
BKG013181,HTL0097,CUST04696,19/10/2023,2023-10-19,2023-10-22,3,1.0,Deluxe,Room Only,App,42255.09,5.0,40142.34,Refunded,no,0.0,,4.0
BKG013182,HTL0069,CUST03162,2025-08-12,2025-08-23,2025-08-26,3,,Premium,Room Only,Website,39428.14,10.0,35485.33,Pending,yes,23358.8,11.0,
BKG013183,HTL0266,CUST00097,2024-11-04,2024-11-29,2024-12-04,5,4.0,Suite,Half Board,,201287.93,0.0,201287.93,success,No,0.0,,4.0
BKG013184,HTL0140,CUST03246,2024-12-23,2025-01-01,2025-01-06,5,1.0,Suite,Half Board,App,117983.67,10.0,106185.3,failed,FALSE,0.0,,
BKG013185,HTL0037,CUST04635,08/06/2026,2026-06-12,2026-06-13,1,3.0,Deluxe,Half Board,Travel Agent,45999.06,10.0,41399.15,Refunded,No,0.0,4.0,4.0
BKG013186,HTL0192,CUST02464,29/03/2026,2026-05-27,2026-05-30,3,1.0,Suite,Half Board,Call Center,24684.35,5.0,23450.13,success,FALSE,0.0,,
BKG013187,HTL0065,CUST04050,2024-12-17,2024-12-21,2024-12-23,2,1.0,Standard,Breakfast Included,Website,17343.6,25.0,13007.7,success,no,0.0,,
BKG013188,HTL0190,CUST00026,2024-08-21,2024-09-19,2024-09-20,1,2.0,Deluxe,Half Board,,26863.03,25.0,20147.27,Failed,No,0.0,,
BKG013189,HTL0096,CUST03379,2026-07-13,2026-08-07,2026-08-08,1,1.0,Standard,Breakfast Included,Website,9013.37,10.0,8112.03,SUCCESS,N,0.0,,4.0
BKG013190,HTL0180,CUST04406,2025-11-17,2025-11-19,2025-11-21,2,1.0,Standard,Breakfast Included,App,6562.99,15.0,5578.54,Success,N,0.0,2.0,
BKG013191,HTL0104,CUST03279,14/04/2026,2026-04-15,2026-04-18,3,1.0,Standard,Breakfast Included,Call Center,31020.84,10.0,27918.76,SUCCESS,N,0.0,1.0,4.0
BKG013192,HTL0286,CUST05312,2025-11-20,2025-12-01,2025-12-02,1,1.0,Premium,Room Only,App,17009.39,0.0,17009.39,success,no,0.0,11.0,2.0
BKG013193,HTL0168,CUST04968,2023-10-14,2023-10-16,2023-10-19,3,4.0,Premium,Half Board,,155656.69,10.0,140091.02,Success,N,0.0,,3.0
BKG013194,HTL0109,CUST01492,2026-03-30,2026-03-31,2026-04-06,6,1.0,Standard,Breakfast Included,App,45591.32,20.0,36473.06,Success,0,0.0,,
BKG013195,HTL0204,CUST04489,2025-05-20,2025-07-11,2025-07-12,1,1.0,Executive,Breakfast Included,Website,10973.72,10.0,9876.35,Failed,No,0.0,52.0,4.0
BKG013196,HTL0010,CUST04306,2025-04-21,2025-04-29,2025-05-01,2,3.0,Standard,Full Board,Website,75041.33,5.0,71289.26,Success,Yes,63989.94,,
BKG013197,HTL0004,CUST03622,2023-11-09,2023-12-04,2023-12-07,3,1.0,Premium,Breakfast Included,Website,49371.88,0.0,49371.88,Success,no,0.0,25.0,
BKG013198,HTL0122,CUST04083,19/03/2026,2026-03-24,2026-03-28,4,1.0,Standard,Room Only,App,16201.06,10.0,14580.95,Success,0,0.0,5.0,3.0
BKG013199,HTL0162,CUST01893,18/02/2024,2024-02-21,2024-02-23,2,2.0,Deluxe,Half Board,Travel Agent,20881.37,15.0,17749.16,Success,N,0.0,,3.0
BKG013200,HTL0144,CUST03824,2025-06-23,2025-07-02,2025-07-04,2,,Standard,Half Board,Website,34891.71,5.0,33147.12,failed,no,0.0,9.0,
BKG013201,HTL0062,CUST00979,20/01/2025,2025-01-26,2025-01-31,5,2.0,Standard,Breakfast Included,Travel Agent,92919.33,15.0,78981.43,Failed,no,0.0,6.0,2.0
BKG013202,HTL0003,CUST00445,10/02/2026,2026-03-06,2026-03-10,4,1.0,Executive,Room Only,App,47102.3,5.0,44747.18,Failed,FALSE,0.0,24.0,4.0
BKG013203,HTL0142,CUST03271,2025-01-13,2025-01-23,2025-01-24,1,1.0,Deluxe,Room Only,App,8986.3,5.0,8536.98,Success,0,0.0,10.0,
BKG013204,HTL0059,CUST00973,11/07/2024,2024-07-27,2024-08-04,8,2.0,Premium,Full Board,Website,342178.79,0.0,342178.79,failed,FALSE,0.0,,4.0
BKG013205,HTL0121,CUST00422,04/02/2024,2024-02-24,2024-02-28,4,1.0,Suite,Breakfast Included,WEBSITE,60838.97,0.0,60838.97,Refunded,No,0.0,,
BKG013206,HTL0040,CUST03050,2025-10-12,2025-10-16,2025-10-17,1,1.0,Premium,Room Only,Website,13504.95,20.0,10803.96,SUCCESS,N,0.0,4.0,4.0
BKG013207,HTL0088,CUST03447,2026-06-06,2026-06-10,2026-06-11,1,3.0,Executive,Breakfast Included,App,40253.95,5.0,38241.25,Refunded,FALSE,0.0,,3.0
BKG013208,HTL0123,CUST03495,2026-06-27,2026-07-02,2026-07-03,1,2.0,Deluxe,Half Board,Website,17425.48,0.0,17425.48,Success,no,0.0,5.0,3.0
BKG013209,HTL0254,CUST05330,01/10/2025,2025-10-07,2025-10-10,3,,Standard,Half Board,Call Center,30176.65,0.0,30176.65,Success,N,0.0,6.0,3.0
BKG013210,HTL0060,CUST00340,06/05/2026,2026-05-19,2026-05-20,1,1.0,Deluxe,Half Board,,4640.17,0.0,4640.17,Refunded,0,0.0,13.0,
BKG013211,HTL0122,CUST04578,2026-01-23,2026-01-27,2026-01-28,1,1.0,Standard,Room Only,Website,3639.99,0.0,3639.99,Success,N,0.0,4.0,3.0
BKG013212,HTL0187,CUST00215,2024-10-09,2024-10-12,2024-10-15,3,1.0,Standard,Breakfast Included,App,34008.61,,34008.61,SUCCESS,FALSE,0.0,,5.0
BKG013213,HTL0229,CUST05885,2026-09-05,2026-09-06,2026-09-08,2,1.0,Executive,Room Only,Website,30761.8,15.0,26147.53,success,no,0.0,1.0,5.0
BKG013214,HTL0237,CUST00279,2025-05-08,2025-05-12,2025-05-15,3,1.0,Deluxe,Room Only,app,50094.95,15.0,42580.71,Success,FALSE,0.0,,5.0
BKG013215,HTL0194,CUST00952,2025-06-01,2025-06-05,2025-06-09,4,1.0,Deluxe,Breakfast Included,App,37804.85,,35914.61,failed,0,0.0,4.0,2.0
BKG013216,HTL0032,CUST01648,2024-12-30,2025-01-03,2025-01-09,6,1.0,Executive,Breakfast Included,Website,78395.18,0.0,78395.18,failed,no,0.0,,3.0
BKG013217,HTL0153,CUST02746,2025-07-04,2025-07-21,2025-07-29,8,3.0,Suite,Half Board,Website,284308.49,10.0,255877.64,Success,0,0.0,17.0,3.0
BKG013218,HTL0051,CUST00337,2026-02-19,2026-03-20,2026-03-21,1,1.0,Suite,Breakfast Included,Website,20227.47,5.0,19216.1,success,No,0.0,,3.0
BKG013219,HTL0030,CUST05484,2026-08-10,2026-08-23,2026-08-25,2,1.0,Suite,Breakfast Included,App,27399.74,20.0,21919.79,Success,N,0.0,,3.0
BKG013220,HTL0205,CUST00401,2023-09-24,2023-09-30,2023-10-01,1,1.0,Suite,Half Board,Website,13309.46,5.0,12643.99,success,FALSE,0.0,,3.0
BKG013221,HTL0025,CUST02028,2024-03-03,2024-03-03,2024-03-09,6,1.0,Premium,Room Only,App,77343.77,5.0,73476.58,Success,FALSE,0.0,0.0,
BKG013222,HTL0140,CUST00778,2025-09-22,2025-09-25,2025-09-29,4,2.0,Standard,Breakfast Included,App,76052.74,5.0,72250.1,Success,No,0.0,3.0,4.0
BKG013223,HTL0229,CUST04601,2024-05-16,2024-06-01,2024-06-04,3,1.0,Premium,Full Board,Website,50073.35,0.0,50073.35,Failed,0,0.0,,5.0
BKG013224,HTL0011,CUST05774,2025-03-18,2025-04-07,2025-04-12,5,4.0,Standard,Breakfast Included,Website,86355.33,15.0,73402.03,Failed,no,0.0,,
BKG013225,HTL0248,CUST02807,2025-04-11,2025-06-04,2025-06-09,5,2.0,Standard,Room Only,App,80064.75,10.0,72058.28,success,0,0.0,54.0,
BKG013226,HTL0122,CUST03583,2023-12-12,2023-12-29,2023-12-30,1,1.0,Deluxe,Breakfast Included,Website,4994.15,10.0,4494.73,Success,No,0.0,17.0,
BKG013227,HTL0131,CUST01025,10/06/2025,2025-06-22,2025-06-23,1,1.0,Deluxe,Half Board,Website,8907.9,,8907.9,Success,No,0.0,12.0,4.0
BKG013228,HTL0063,CUST01527,2024-10-03,2024-10-06,2024-10-12,6,2.0,Standard,Room Only,Website,103988.11,20.0,83190.49,SUCCESS,TRUE,45241.95,3.0,
BKG013229,HTL0030,CUST00994,2025-07-07,2025-07-27,2025-07-31,4,1.0,Suite,Room Only,Call Center,46844.93,5.0,44502.68,Failed,FALSE,0.0,,
BKG013230,HTL0020,CUST04621,06/07/2025,2025-07-10,2025-07-12,2,1.0,Deluxe,Room Only,App,31547.45,5.0,29970.08,success,No,0.0,,
BKG013231,HTL0054,CUST03879,2026-09-02,2026-09-08,2026-09-09,1,2.0,Suite,Full Board,App,37799.23,5.0,35909.27,Refunded,no,0.0,,
BKG013232,HTL0027,CUST02340,2025-08-14,2025-08-26,2025-08-27,1,1.0,Deluxe,Breakfast Included,App,10269.47,10.0,9242.52,success,N,0.0,,4.0
BKG013233,HTL0104,CUST04811,19/03/2026,2026-04-19,2026-04-21,2,2.0,Standard,Breakfast Included,Website,30886.54,10.0,27797.89,failed,no,0.0,31.0,4.0
BKG013234,HTL0084,CUST05074,15/06/2024,2024-06-25,2024-06-26,1,,Standard,Half Board,Website,6939.62,10.0,6245.66,Pending,0,0.0,,4.0
BKG013235,HTL0046,CUST03405,2025-04-07,2025-04-07,2025-04-09,2,1.0,Deluxe,Breakfast Included,,21568.45,10.0,19411.6,Success,no,0.0,,
BKG013236,HTL0168,CUST05149,2025-05-25,2025-06-27,2025-06-30,3,2.0,Standard,Half Board,App,56439.36,10.0,50795.42,Success,no,0.0,,
BKG013237,HTL0033,CUST04767,2023-11-13,2023-11-19,2023-11-20,1,1.0,Standard,Breakfast Included,App,10149.24,10.0,9134.32,success,FALSE,0.0,6.0,
BKG013238,HTL0140,CUST00658,2025-11-07,2025-11-12,2025-11-13,1,1.0,Deluxe,Breakfast Included,Website,11111.91,0.0,11111.91,Success,No,0.0,5.0,4.0
BKG013239,HTL0129,CUST00120,2026-08-14,2026-09-21,2026-09-23,2,1.0,Suite,Breakfast Included,Travel Agent,21068.87,5.0,20015.43,SUCCESS,no,0.0,,3.0
BKG013240,HTL0163,CUST04469,2023-11-13,2023-11-21,2023-11-25,4,,Standard,Breakfast Included,Call Center,28736.27,10.0,25862.64,Success,N,0.0,8.0,
BKG013241,HTL0048,CUST00875,24/07/2025,2025-07-28,2025-07-31,3,1.0,Standard,Breakfast Included,app,25915.57,10.0,23324.01,Success,no,0.0,,4.0
BKG013242,HTL0182,CUST01941,25/09/2025,2025-09-28,2025-09-29,1,2.0,Suite,Room Only,App,35884.96,15.0,30502.22,Success,FALSE,0.0,,
BKG013243,HTL0151,CUST01495,18/03/2026,2026-03-26,2026-03-27,1,1.0,Standard,Room Only,App,9621.66,20.0,7697.33,Refunded,0,0.0,,
BKG013244,HTL0055,CUST02900,2024-06-14,2024-06-18,2024-06-19,1,,Standard,Breakfast Included,App,8192.69,0.0,8192.69,success,FALSE,0.0,,5.0
BKG013245,HTL0111,CUST05925,2024-10-05,2024-10-12,2024-10-13,1,2.0,Deluxe,Room Only,,28914.99,15.0,24577.74,Failed,no,0.0,7.0,
BKG013246,HTL0181,CUST00864,2025-10-01,2025-10-07,2025-10-08,1,1.0,Standard,Breakfast Included,Website,8139.48,5.0,7732.51,Success,no,0.0,,3.0
BKG013247,HTL0293,CUST04506,05/02/2024,2024-02-08,2024-02-09,1,2.0,Standard,Full Board,App,19362.63,10.0,17426.37,Refunded,0,0.0,3.0,2.0
BKG013248,HTL0159,CUST05653,2025-11-29,2025-12-14,2025-12-15,1,1.0,Executive,Room Only,,13005.91,0.0,13005.91,Success,No,0.0,15.0,
BKG013249,HTL0098,CUST01662,2026-02-09,2026-03-03,2026-03-09,6,1.0,Standard,Room Only,Website,61727.75,0.0,61727.75,success,no,0.0,,3.0
BKG013250,HTL0292,CUST01206,24/03/2025,2025-04-20,2025-04-21,1,1.0,Standard,Room Only,WEBSITE,11241.02,20.0,8992.82,success,N,0.0,27.0,3.0
BKG013251,HTL0010,CUST04571,2024-12-06,2024-12-11,2024-12-12,1,2.0,Suite,Breakfast Included,Call Center,42537.83,0.0,42537.83,Failed,0,0.0,,4.0
BKG013252,HTL0166,CUST01216,2026-04-02,2026-04-06,2026-04-09,3,1.0,Standard,Breakfast Included,,24879.06,20.0,19903.25,SUCCESS,FALSE,0.0,4.0,
BKG013253,HTL0259,CUST04306,2026-02-06,2026-02-08,2026-02-11,3,2.0,Deluxe,Room Only,Call Center,67916.42,10.0,61124.78,Success,no,0.0,2.0,
BKG013254,HTL0057,CUST00273,20/06/2026,2026-07-17,2026-07-19,2,1.0,Suite,Breakfast Included,App,34830.79,15.0,29606.17,Success,N,0.0,,2.0
BKG013255,HTL0107,CUST04767,2024-04-27,2024-04-28,2024-04-29,1,1.0,Standard,Breakfast Included,Website,13924.54,20.0,11139.63,success,no,0.0,,
BKG013256,HTL0229,CUST03739,03/07/2025,2025-07-05,2025-07-06,1,4.0,Executive,Breakfast Included,Travel Agent,55886.86,15.0,47503.83,Success,FALSE,0.0,,2.0
BKG013257,HTL0162,CUST02694,2024-03-06,2024-03-12,2024-03-22,10,4.0,Standard,Breakfast Included,App,174522.47,,148344.1,Refunded,FALSE,0.0,,
BKG013258,HTL0192,CUST00477,11/08/2026,2026-08-18,2026-08-24,6,1.0,Suite,Room Only,App,51175.28,0.0,51175.28,success,No,0.0,,1.0
BKG013259,HTL0010,CUST04730,2025-09-07,2025-09-07,2025-09-08,1,1.0,Deluxe,Room Only,Website,16586.66,0.0,16586.66,Refunded,FALSE,0.0,0.0,
BKG013260,HTL0227,CUST04010,2025-12-30,2026-01-23,2026-01-25,2,4.0,Deluxe,Half Board,Travel Agent,105047.64,0.0,105047.64,success,N,0.0,,5.0
BKG013261,HTL0239,CUST02628,2026-05-14,2026-05-17,2026-05-18,1,2.0,Deluxe,Breakfast Included,Website,27001.21,,27001.21,SUCCESS,N,0.0,,
BKG013262,HTL0198,CUST02542,2025-06-12,2025-06-25,2025-06-29,4,2.0,Premium,Room Only,,104627.11,0.0,104627.11,success,No,0.0,,3.0
BKG013263,HTL0213,CUST01403,2025-08-11,2025-08-21,2025-08-24,3,1.0,Standard,Half Board,Website,27903.71,5.0,26508.52,Success,N,0.0,10.0,3.0
BKG013264,HTL0140,CUST03463,05/01/2026,2026-01-06,2026-01-08,2,2.0,Standard,Full Board,Travel Agent,45808.05,15.0,38936.84,success,N,0.0,1.0,3.0
BKG013265,HTL0214,CUST02584,2025-03-16,2025-03-23,2025-03-25,2,4.0,Standard,Room Only,,58528.84,0.0,58528.84,SUCCESS,N,0.0,,
BKG013266,HTL0221,CUST04510,24/03/2024,2024-03-29,2024-03-30,1,2.0,Deluxe,Breakfast Included,App,23094.07,0.0,23094.07,Success,0,0.0,5.0,
BKG013267,HTL0060,CUST00768,2024-10-25,2024-11-24,2024-11-27,3,1.0,Standard,Room Only,Travel Agent,11163.65,15.0,9489.1,Failed,0,0.0,30.0,2.0
BKG013268,HTL0292,CUST04586,28/03/2024,2024-04-01,2024-04-02,1,2.0,Standard,Breakfast Included,Website,23181.78,0.0,23181.78,success,No,0.0,4.0,
BKG013269,HTL0149,CUST00123,2026-06-05,2026-06-25,2026-06-26,1,1.0,Standard,Half Board,App,9909.05,10.0,8918.14,SUCCESS,FALSE,0.0,,2.0
