hotel_id,Search_Date,Stay Date,Device,Search_Rank_Position,Click_Flag,Price Shown(INR),Competitor Avg Price,Occupancy Rate(%),Conversion_Flag
HTL0273,2024-12-22,2025-02-22,,3.0,0,7717.19,8858.73,34.8,0
HTL0055,2024-09-28,2024-11-12,Mobile Web,4.0,1,8207.27,7998.19,68.6,0
HTL0250,2024-03-28,2024-04-08,IOS APP,29.0,0,10032.69,10841.41,17.6,0
HTL0097,2025-11-12,2025-11-30,Android App,13.0,0,8681.89,8722.77,50.9,0
HTL0162,2025-12-27,2026-01-01,Desktop Web,2.0,0,6385.72,,52.3,0
HTL0072,2026-01-20,2026-01-23,Desktop Web,1.0,0,13222.73,,53.0,0
HTL0046,2025-11-04,2025-11-05,,3.0,1,7686.1,,45.2,1
HTL0174,2024-11-15,2024-11-19,,1.0,1,10659.83,,47.9,0
HTL0151,2026-05-05,2026-06-22,,5.0,1,8415.65,,70.6,1
HTL0096,2025-08-27,2025-09-06,Mobile Web,1.0,1,9711.64,,,0
HTL0172,2023-10-07,2023-10-11,iOS App,50.0,0,11733.74,,46.3,0
HTL0021,2024-12-24,2024-12-27,Android App,10.0,0,16135.44,,84.5,0
HTL0006,2024-01-26,2024-02-09,Desktop Web,8.0,1,9466.79,,57.0,1
HTL0117,2025-06-25,2025-08-01,Android App,1.0,1,8982.65,9148.07,67.6,0
HTL0063,2024-05-06,2024-05-30,android app,1.0,0,9387.82,,,0
HTL0079,2023-12-07,2024-02-03,,1.0,1,7533.31,,36.3,0
HTL0042,2025-05-01,2025-05-02,iOS App,4.0,1,12037.08,11350.88,51.9,1
HTL0288,2026-02-24,2026-03-12,,6.0,0,5938.95,6533.88,64.0,0
HTL0037,2025-07-12,2025-08-14,android app,41.0,0,10639.16,10400.93,31.8,0
HTL0161,2024-02-05,2024-02-11,,8.0,0,6651.28,,59.9,0
HTL0126,2026-03-06,2026-03-08,iOS App,9.0,0,10180.08,,29.2,0
HTL0058,2024-12-19,2025-01-06,Mobile Web,10.0,0,6179.47,5457.03,40.3,0
HTL0086,2025-06-05,2025-07-14,Mobile Web,10.0,0,8839.06,10409.49,50.1,0
HTL0249,2026-05-05,2026-05-24,IOS APP,9.0,0,3680.58,,,0
HTL0148,2025-06-02,2025-06-04,android app,16.0,0,8097.26,6956.65,71.3,0
HTL0098,2024-11-18,2024-11-26,iOS App,1.0,1,9124.7,,29.8,0
HTL0260,2024-01-25,2024-03-26,iOS App,,0,12609.12,,61.7,0
HTL0061,2023-11-23,2023-12-11,IOS APP,17.0,0,9497.95,,58.4,0
HTL0017,2025-10-04,2025-10-20,iOS App,2.0,1,14138.74,14357.82,82.2,1
HTL0300,2024-10-14,2024-10-16,Mobile Web,24.0,1,8252.53,7427.56,41.0,0
HTL0245,2024-10-15,2024-11-06,,12.0,1,7236.07,8380.16,40.8,0
HTL0050,2026-07-21,2026-07-22,Mobile Web,17.0,0,10787.03,9547.47,5.0,0
HTL0173,2025-10-02,2025-11-15,Android App,5.0,1,12412.43,13860.18,71.0,0
HTL0200,2025-09-06,2025-09-10,Mobile Web,2.0,0,8216.47,,67.1,0
HTL0103,2025-08-19,2025-08-27,Android App,14.0,0,7046.75,,82.1,0
HTL0260,2025-07-09,2025-07-09,android app,2.0,0,10225.38,10504.76,,0
HTL0101,2026-03-02,2026-03-19,Desktop Web,9.0,1,9707.7,,40.9,0
HTL0214,2024-02-27,2024-03-17,Desktop Web,17.0,0,6498.0,,38.7,0
HTL0191,2023-11-07,2023-11-11,android app,33.0,1,11329.67,13685.97,82.9,1
HTL0193,2025-06-03,2025-06-10,IOS APP,8.0,0,9434.27,9745.14,63.4,0
HTL0192,2025-01-14,2025-01-30,Desktop Web,11.0,1,6096.79,,76.8,0
HTL0276,2025-04-17,2025-04-19,Android App,10.0,1,11042.42,11530.95,,0
HTL0125,2025-08-24,2025-09-08,iOS App,10.0,0,7178.16,,45.3,0
HTL0242,2025-10-13,2025-10-23,Desktop Web,17.0,0,10387.15,9655.38,48.1,0
HTL0203,2026-06-24,2026-07-12,IOS APP,,1,8556.15,9523.69,69.9,1
HTL0259,2024-05-17,2024-05-19,android app,2.0,1,10252.13,9248.3,63.2,0
HTL0119,2024-02-26,2024-03-08,android app,4.0,1,13890.65,13964.26,27.9,0
HTL0085,2025-08-18,2025-08-18,Desktop Web,2.0,1,6231.56,6613.59,48.8,0
HTL0014,2026-04-07,2026-05-05,android app,,1,9153.28,,60.6,0
HTL0081,2025-05-09,2025-05-25,,8.0,0,6786.46,,51.9,0
HTL0083,2024-11-10,2024-11-10,,2.0,0,9225.13,,40.0,0
HTL0148,2025-11-22,2025-12-09,,1.0,0,6977.54,6715.6,64.4,0
HTL0003,2025-06-13,2025-06-23,iOS App,9.0,0,8579.07,,32.8,0
HTL0108,2026-01-04,2026-01-21,Desktop Web,1.0,0,8707.7,10122.08,22.1,0
HTL0192,2025-02-16,2025-03-03,,1.0,1,5228.3,,68.9,0
HTL0176,2025-03-07,2025-03-11,android app,2.0,0,9648.48,,38.2,0
HTL0205,2025-10-26,2025-10-26,,8.0,0,7453.38,6711.03,62.7,0
HTL0214,2023-10-27,2023-11-22,Desktop Web,5.0,1,8142.16,7248.25,,0
HTL0037,2026-08-26,2026-08-26,Desktop Web,8.0,0,11484.04,9293.7,41.1,0
HTL0257,2023-11-13,2023-12-26,Desktop Web,6.0,0,15548.24,12820.81,96.5,0
HTL0151,2024-06-26,2024-07-01,Android App,2.0,0,9972.58,11900.64,79.7,0
HTL0288,2024-06-29,2024-07-05,,1.0,0,7568.84,,,0
HTL0167,2026-06-21,2026-07-14,IOS APP,34.0,0,11018.88,10807.22,12.8,0
HTL0158,2024-11-25,2024-11-26,,1.0,1,11243.64,,7.0,0
HTL0133,2026-01-28,2026-02-02,,5.0,1,9699.1,,43.0,0
HTL0100,2024-06-11,2024-06-23,,9.0,0,11900.58,11341.07,79.6,0
HTL0130,2025-11-17,2025-11-29,iOS App,1.0,1,8095.74,6910.62,52.7,0
HTL0148,2024-04-20,2024-05-03,,6.0,0,8875.94,8176.54,,0
HTL0278,2023-12-10,2023-12-21,IOS APP,5.0,0,9350.57,7587.22,43.1,0
HTL0054,2026-02-07,2026-06-05,,7.0,0,15011.82,,50.9,0
HTL0188,2024-07-22,2024-09-26,Desktop Web,7.0,0,10924.38,11821.16,29.6,0
HTL0207,2026-08-24,2026-09-28,IOS APP,12.0,0,9962.11,9251.77,56.7,0
HTL0165,2025-02-26,2025-03-07,iOS App,5.0,1,10127.99,,41.3,0
HTL0134,2024-08-21,2024-09-25,android app,4.0,0,5941.15,5150.22,31.7,0
HTL0163,2025-03-01,2025-03-11,android app,7.0,1,5727.43,5969.07,36.0,0
HTL0264,2025-05-21,2025-06-03,iOS App,1.0,1,9231.2,10445.28,44.3,0
HTL0252,2024-10-10,2024-11-10,Desktop Web,2.0,0,5027.67,,47.2,0
HTL0132,2024-06-03,2024-06-21,android app,2.0,0,7759.44,,,0
HTL0262,2025-01-30,2025-02-01,iOS App,11.0,0,5267.32,5563.51,,0
HTL0142,2026-03-21,2026-04-03,,50.0,0,9320.57,10801.39,65.3,0
HTL0207,2026-04-17,2026-05-02,,5.0,0,13768.9,15219.95,,0
HTL0297,2026-08-17,2026-08-20,Android App,24.0,0,7631.7,,38.5,0
HTL0100,2026-03-05,2026-03-15,Android App,1.0,1,11113.14,10034.92,97.8,0
HTL0188,2025-04-19,2025-04-20,,17.0,1,13255.42,15504.18,69.4,0
HTL0171,2026-02-12,2026-02-12,Desktop Web,19.0,0,5502.49,5570.86,,0
HTL0227,2026-07-30,2026-08-05,Desktop Web,2.0,1,8837.4,9400.96,59.7,0
HTL0148,2025-05-24,2025-06-03,android app,1.0,0,7109.82,,57.9,0
HTL0238,2025-02-26,2025-03-05,Desktop Web,6.0,0,6362.99,,71.0,0
HTL0251,2024-04-16,2024-05-22,IOS APP,12.0,1,11701.09,,64.7,0
HTL0171,2024-10-23,2024-11-17,Desktop Web,,1,6001.58,5776.65,,0
HTL0083,2025-08-09,2025-08-09,,1.0,0,9371.96,,,0
HTL0263,2023-09-17,2023-09-30,Android App,5.0,0,11232.54,11041.53,50.0,0
HTL0204,2026-07-06,2026-07-21,,3.0,0,7658.07,8551.52,6.5,0
HTL0077,2024-09-06,2024-09-09,Android App,3.0,1,8218.78,,55.5,0
HTL0081,2025-01-18,2025-01-19,Android App,3.0,0,8129.1,,17.8,0
HTL0261,2026-04-14,2026-05-18,Mobile Web,8.0,1,9309.7,10059.85,31.1,0
HTL0273,2024-10-04,2024-10-09,IOS APP,8.0,1,5443.22,5985.97,31.4,1
HTL0146,2024-08-22,2024-08-29,,1.0,0,8807.8,,20.0,0
HTL0012,2024-03-13,2024-03-18,,12.0,1,8599.91,,12.4,0
HTL0288,2024-01-15,2024-01-23,,6.0,1,6510.8,5964.3,65.9,0
HTL0298,2023-10-30,2023-10-30,android app,26.0,0,9366.16,9518.4,55.4,0
HTL0239,2024-05-30,2024-06-26,Android App,2.0,0,8073.4,,57.2,0
HTL0277,2023-10-08,2023-10-11,Mobile Web,8.0,0,12086.67,,,0
HTL0203,2025-11-16,2025-11-16,iOS App,6.0,1,6012.68,6596.28,47.1,0
HTL0193,2025-06-29,2025-07-05,iOS App,15.0,0,9846.86,,62.6,0
HTL0046,2024-08-02,2024-08-04,Android App,1.0,1,7792.56,7848.82,66.5,0
HTL0274,2023-12-19,2024-01-18,iOS App,12.0,0,7266.99,8445.31,50.9,0
HTL0239,2024-11-20,2024-12-08,android app,,0,9202.52,9161.81,74.8,0
HTL0076,2025-05-09,2025-05-23,iOS App,13.0,1,11407.24,,40.0,0
HTL0209,2026-02-09,2026-02-13,iOS App,14.0,1,13547.05,14542.32,63.8,0
HTL0126,2025-06-10,2025-06-11,Mobile Web,4.0,1,10422.76,12872.91,46.0,0
HTL0263,2025-03-28,2025-04-15,Desktop Web,1.0,0,10792.58,,52.2,0
HTL0194,2023-09-28,2023-10-02,IOS APP,,0,6590.71,,67.4,0
HTL0067,2024-01-30,2024-02-03,IOS APP,1.0,0,13977.28,,39.1,0
HTL0190,2024-11-21,2024-11-24,android app,7.0,0,10235.4,,26.8,0
HTL0188,2024-10-26,2024-11-24,Desktop Web,6.0,0,10322.42,,,0
HTL0104,2023-10-11,2023-10-11,Android App,5.0,0,8653.33,,33.0,0
HTL0148,2025-09-18,2025-10-09,,9.0,1,6968.3,,45.0,0
HTL0064,2025-07-11,2025-07-17,iOS App,34.0,0,7893.06,7828.78,41.3,0
HTL0029,2026-03-05,2026-03-29,android app,15.0,1,8042.2,8547.81,,0
HTL0152,2024-12-27,2024-12-29,Mobile Web,,1,11038.32,,62.2,0
HTL0191,2025-02-19,2025-03-14,,11.0,0,13568.96,13622.94,78.0,0
HTL0247,2025-04-24,2025-04-24,IOS APP,5.0,0,8844.72,10133.12,53.3,0
HTL0008,2024-05-31,2024-06-07,,27.0,0,12496.3,,43.2,0
HTL0115,2026-09-02,2026-09-08,IOS APP,1.0,0,10802.57,,74.4,0
HTL0154,2026-06-13,2026-07-09,,2.0,1,6923.95,8104.09,16.6,0
HTL0236,2025-03-27,2025-04-26,iOS App,18.0,0,15126.57,13772.83,,0
HTL0112,2025-11-28,2025-11-30,IOS APP,1.0,1,9413.24,9761.85,35.1,1
HTL0287,2026-06-23,2026-07-14,,25.0,0,3333.07,,,0
HTL0048,2024-08-12,2024-08-17,android app,12.0,1,9750.31,8841.24,29.2,0
HTL0258,2024-04-24,2024-05-10,Mobile Web,4.0,0,6568.27,7345.68,57.9,0
HTL0298,2025-05-17,2025-05-19,,1.0,1,8097.57,,63.8,0
HTL0163,2026-03-11,2026-03-23,iOS App,11.0,0,7395.38,7237.16,64.5,0
HTL0177,2026-07-03,2026-07-18,android app,1.0,0,9379.59,9950.64,12.6,0
HTL0140,2025-11-21,2025-12-02,,13.0,0,9735.57,,12.7,0
HTL0151,2025-06-19,2025-06-21,iOS App,1.0,1,9115.45,8325.42,51.0,0
HTL0018,2023-12-04,2023-12-07,IOS APP,2.0,0,11106.13,8154.48,69.4,0
HTL0047,2024-03-24,2024-03-31,android app,4.0,0,10289.67,9791.52,39.1,0
HTL0112,2024-04-23,2024-05-03,Mobile Web,1.0,0,11567.18,13119.38,51.4,0
HTL0281,2026-08-19,2026-08-25,Desktop Web,5.0,1,7346.94,7643.1,,0
HTL0189,2023-09-17,2023-09-24,,10.0,0,11778.5,,55.6,0
HTL0029,2024-09-09,2024-09-16,,2.0,0,9984.51,9350.28,40.7,0
HTL0225,2024-07-02,2024-08-06,Desktop Web,1.0,0,7862.18,7330.41,40.4,0
HTL0007,2026-08-02,2026-08-07,Android App,2.0,1,10356.54,,44.4,0
HTL0155,2024-12-31,2025-01-18,Mobile Web,10.0,0,8945.29,,69.5,0
HTL0170,2026-02-26,2026-02-27,,6.0,1,12513.52,13222.44,74.3,0
HTL0119,2025-05-28,2025-06-08,,3.0,1,13294.24,,66.9,0
HTL0016,2023-09-17,2023-10-02,Desktop Web,1.0,0,10737.86,,24.4,0
HTL0193,2026-05-01,2026-05-04,android app,19.0,0,9303.89,9271.56,51.6,0
HTL0036,2025-08-25,2025-08-28,Mobile Web,8.0,1,6206.3,6908.05,42.4,0
HTL0032,2026-08-17,2026-08-20,,16.0,1,6021.42,,,0
HTL0146,2024-11-03,2024-11-13,,34.0,0,10073.36,8920.48,7.8,0
HTL0230,2026-07-28,2026-08-18,,8.0,0,5318.07,4925.3,42.9,0
HTL0163,2023-10-03,2023-10-08,,9.0,1,6345.22,7227.34,,0
HTL0250,2024-10-11,2024-10-25,,3.0,0,9460.69,,,0
HTL0049,2023-10-13,2023-12-06,Desktop Web,1.0,0,9101.21,,18.9,0
HTL0126,2025-06-12,2025-07-20,,3.0,1,8912.2,7422.06,34.3,0
HTL0061,2025-06-16,2025-06-28,IOS APP,1.0,0,12509.1,,80.7,0
HTL0089,2026-03-11,2026-03-14,iOS App,3.0,0,8675.03,9324.3,29.4,0
HTL0266,2023-12-03,2023-12-22,IOS APP,5.0,1,6428.8,6718.12,28.7,0
HTL0136,2025-06-30,2025-07-10,IOS APP,1.0,1,7379.53,8521.14,45.5,0
HTL0258,2025-11-13,2025-12-04,Mobile Web,3.0,0,7518.07,5471.79,23.9,0
HTL0176,2024-12-20,2025-01-02,Android App,,0,11260.65,14043.19,64.4,0
HTL0084,2024-03-04,2024-03-18,,3.0,0,8035.69,8299.56,29.0,0
HTL0204,2024-03-27,2024-04-13,iOS App,4.0,1,7876.07,8662.03,79.5,0
HTL0075,2023-11-22,2023-11-25,iOS App,1.0,0,16178.27,,,0
HTL0028,2024-01-03,2024-01-15,Android App,1.0,0,8077.21,8029.63,,0
HTL0013,2024-04-09,2024-04-11,,8.0,0,7221.05,,60.9,0
HTL0182,2026-02-21,2026-03-16,IOS APP,5.0,0,10553.58,,,0
HTL0014,2025-08-18,2025-08-27,Mobile Web,14.0,0,10076.65,,76.8,0
HTL0079,2024-11-22,2024-12-04,,1.0,0,5945.96,,86.7,0
HTL0185,2024-05-25,2024-07-01,,2.0,1,9191.48,9489.56,66.5,0
HTL0188,2023-10-01,2023-10-10,,1.0,1,10346.96,9334.58,29.0,0
HTL0243,2026-05-09,2026-05-17,iOS App,16.0,0,6816.19,,67.6,0
HTL0154,2024-08-18,2024-09-04,,7.0,1,6976.92,7108.85,68.5,0
HTL0210,2024-05-11,2024-05-24,android app,20.0,0,5174.43,,40.4,0
HTL0269,2023-11-23,2023-11-28,IOS APP,1.0,0,8609.9,,14.4,0
HTL0060,2025-05-31,2025-06-18,Desktop Web,2.0,0,3637.41,,39.4,0
HTL0059,2026-02-14,2026-02-16,IOS APP,19.0,1,12811.7,,37.1,0
HTL0276,2025-04-14,2025-04-24,iOS App,2.0,0,9636.8,7764.63,94.9,0
HTL0037,2025-12-30,2026-01-10,android app,19.0,0,11945.73,13010.68,27.0,0
HTL0069,2025-04-02,2025-05-05,,3.0,1,8322.42,8125.97,72.1,0
HTL0137,2026-05-04,2026-06-18,iOS App,5.0,0,10927.53,9219.25,54.6,0
HTL0129,2024-01-04,2024-01-06,Mobile Web,,1,7369.87,,,1
HTL0287,2024-09-06,2024-11-23,,,1,3939.79,4300.39,47.7,0
HTL0022,2025-01-17,2025-01-21,Android App,19.0,1,8655.19,9403.6,51.7,0
HTL0229,2024-02-09,2024-03-06,Mobile Web,,1,10786.01,,24.9,0
HTL0298,2025-09-01,2025-09-07,Desktop Web,15.0,0,9485.64,,28.7,0
HTL0262,2026-05-04,2026-05-29,,13.0,1,5688.24,,,0
HTL0113,2026-05-10,2026-06-01,,12.0,0,6733.45,8290.17,68.4,0
HTL0217,2026-02-12,2026-02-12,IOS APP,1.0,1,6799.59,6956.48,55.6,0
HTL0094,2025-07-30,2025-08-02,Mobile Web,4.0,0,8533.58,9298.58,,0
HTL0003,2023-11-04,2023-11-05,,3.0,0,8057.74,,29.3,0
HTL0244,2026-06-14,2026-06-15,Mobile Web,12.0,0,4860.35,3962.68,35.5,0
HTL0117,2025-10-28,2025-10-28,iOS App,18.0,1,7483.54,,32.7,0
HTL0156,2023-12-31,2024-01-10,android app,13.0,0,8876.47,6996.4,55.3,0
HTL0182,2026-09-03,2026-10-02,,7.0,1,11462.74,,53.4,0
HTL0279,2025-11-02,2025-11-05,android app,2.0,0,7234.77,,43.1,0
HTL0060,2023-10-14,2023-10-26,IOS APP,16.0,0,3562.63,,69.8,0
HTL0210,2023-11-01,2023-11-14,IOS APP,1.0,0,7675.41,8628.36,,0
HTL0029,2023-11-04,2023-11-25,Android App,4.0,0,11579.9,13579.98,55.8,0
HTL0152,2024-08-18,2024-09-21,android app,13.0,0,13886.55,,32.3,0
HTL0031,2024-03-17,2024-03-21,Mobile Web,5.0,0,12468.72,,30.6,0
HTL0186,2024-03-20,2024-03-26,iOS App,12.0,0,4165.46,,72.1,0
HTL0065,2025-08-03,2025-08-04,Mobile Web,11.0,1,5968.37,5814.09,43.9,0
HTL0202,2026-03-23,2026-04-01,android app,41.0,0,11418.83,,59.7,0
HTL0211,2025-12-06,2025-12-20,android app,,1,9338.88,,63.3,0
HTL0010,2025-12-01,2025-12-10,Mobile Web,2.0,0,12451.04,12692.25,51.2,0
HTL0109,2025-11-23,2025-11-26,iOS App,1.0,0,6465.88,7451.17,39.1,0
HTL0171,2026-09-08,2026-09-15,Android App,19.0,0,4812.34,5343.77,54.2,0
HTL0159,2025-01-09,2025-01-22,Desktop Web,28.0,0,9540.07,7786.65,,0
HTL0009,2024-01-21,2024-02-09,iOS App,25.0,0,6686.28,7090.59,,0
HTL0154,2023-11-08,2023-12-04,IOS APP,1.0,1,5984.94,,53.2,1
HTL0209,2025-07-04,2025-07-30,IOS APP,3.0,0,13695.63,13160.85,,0
HTL0145,2025-01-22,2025-01-30,android app,4.0,1,9979.46,,41.9,0
HTL0233,2025-08-28,2025-09-05,,1.0,0,10112.52,9548.84,38.2,0
HTL0046,2026-07-22,2026-07-23,iOS App,21.0,0,8673.0,,58.3,0
HTL0024,2023-10-05,2023-10-05,IOS APP,1.0,0,12669.8,,36.4,0
HTL0109,2024-09-21,2024-10-17,,1.0,0,6519.11,,48.0,0
HTL0245,2024-04-10,2024-05-11,android app,,1,7889.24,,37.2,0
HTL0086,2024-05-06,2024-06-11,IOS APP,3.0,0,6559.37,,35.0,0
HTL0008,2025-01-13,2025-02-02,IOS APP,1.0,1,9403.74,9412.09,43.4,0
HTL0050,2024-10-13,2024-11-05,Mobile Web,10.0,0,9678.17,,62.7,0
HTL0288,2026-06-26,2026-07-03,,3.0,0,8717.57,,45.6,0
HTL0052,2025-06-27,2025-08-13,,1.0,0,7759.58,,71.2,0
HTL0222,2023-09-25,2023-09-30,iOS App,25.0,0,8862.67,,24.6,0
HTL0014,2026-02-01,2026-02-10,,27.0,0,9516.02,10839.94,35.1,0
HTL0289,2023-12-14,2024-02-17,,10.0,1,9341.54,,48.0,0
HTL0125,2026-08-12,2026-09-22,Mobile Web,6.0,0,7611.36,,45.3,0
HTL0053,2024-03-23,2024-05-15,android app,8.0,0,7039.57,,48.3,0
HTL0132,2025-08-13,2025-09-24,Android App,7.0,1,8465.3,8706.02,23.6,0
HTL0293,2026-06-30,2026-06-30,Mobile Web,28.0,0,10155.45,10481.22,38.7,0
HTL0064,2024-05-23,2024-06-12,android app,14.0,0,7591.44,,78.2,0
HTL0276,2024-01-28,2024-02-24,Android App,1.0,0,11422.05,12319.58,51.1,0
HTL0230,2025-09-20,2025-10-21,android app,11.0,0,8507.15,,100.0,0
HTL0273,2025-08-10,2025-08-27,,5.0,1,5667.5,5749.02,70.8,0
HTL0080,2024-07-17,2024-07-21,IOS APP,6.0,0,10843.28,,55.0,0
HTL0288,2024-12-18,2024-12-21,Desktop Web,5.0,1,9743.4,,57.9,1
HTL0029,2024-03-07,2024-03-09,Desktop Web,2.0,1,12077.12,,26.8,0
HTL0284,2024-07-09,2024-08-02,android app,22.0,0,6811.91,,50.6,0
HTL0271,2024-07-19,2024-07-23,Android App,8.0,1,12394.01,,33.0,0
HTL0206,2026-05-11,2026-05-25,iOS App,11.0,0,9574.15,,21.5,0
HTL0259,2026-03-20,2026-04-01,android app,14.0,0,9687.74,,70.8,0
HTL0279,2026-08-05,2026-08-24,Mobile Web,16.0,0,8600.97,9067.11,44.4,0
HTL0009,2024-03-30,2024-04-06,,2.0,1,6728.5,6167.96,35.9,0
HTL0289,2023-12-08,2024-01-02,IOS APP,6.0,1,9619.76,10824.47,,1
HTL0039,2024-11-11,2024-12-27,,,0,10923.31,,68.6,0
HTL0185,2026-01-13,2026-02-13,IOS APP,4.0,1,9640.24,,35.8,0
HTL0064,2026-09-17,2026-11-22,IOS APP,1.0,0,9933.37,8909.77,56.5,0
HTL0039,2024-01-06,2024-01-06,iOS App,7.0,1,9239.38,10289.45,74.3,0
HTL0204,2026-05-27,2026-06-02,,1.0,1,5949.52,5349.31,65.9,0
HTL0076,2026-01-08,2026-01-14,iOS App,13.0,0,7824.98,,43.6,0
HTL0008,2024-09-26,2024-09-28,Android App,1.0,1,11691.28,13033.93,36.2,0
HTL0020,2026-02-16,2026-04-28,iOS App,3.0,0,9921.99,8927.47,5.7,0
HTL0169,2024-08-21,2024-08-23,IOS APP,17.0,1,12605.27,,55.1,0
HTL0294,2024-02-07,2024-02-13,,4.0,0,8614.97,8463.6,29.8,0
HTL0021,2025-09-30,2025-10-04,android app,1.0,1,10721.91,,,0
HTL0014,2024-01-24,2024-01-30,,20.0,0,9043.94,9323.4,45.3,0
HTL0118,2025-01-06,2025-01-10,iOS App,,1,8565.24,7872.32,,0
HTL0277,2025-06-16,2025-07-16,,16.0,1,8051.35,6619.26,49.3,0
HTL0283,2023-10-03,2023-10-08,Android App,21.0,1,9931.77,8889.12,,0
HTL0276,2024-08-08,2024-09-13,Mobile Web,12.0,0,10851.6,10965.94,85.6,0
HTL0056,2024-03-15,2024-03-23,Desktop Web,,0,18692.33,16678.82,58.8,0
HTL0273,2026-06-27,2026-06-29,,2.0,0,6427.86,,48.2,0
HTL0284,2025-12-17,2025-12-29,,7.0,0,7687.52,8208.21,39.6,0
HTL0247,2024-07-10,2024-07-12,Desktop Web,,0,11023.21,,69.7,0
HTL0254,2024-08-04,2024-08-22,IOS APP,3.0,0,8935.48,,,0
HTL0050,2026-05-01,2026-05-03,Android App,3.0,0,8486.07,9552.2,29.7,0
HTL0086,2025-09-17,2025-09-24,iOS App,17.0,1,7565.24,,,0
HTL0123,2025-11-04,2025-11-22,Android App,14.0,0,8982.52,,64.4,0
HTL0222,2024-05-10,2024-05-22,IOS APP,2.0,1,6564.57,6340.86,37.1,0
HTL0265,2024-05-12,2024-06-04,IOS APP,17.0,1,7026.1,8003.66,12.6,0
HTL0194,2026-09-08,2026-09-26,,1.0,1,7836.52,7193.08,34.4,0
HTL0098,2024-09-19,2024-09-27,Mobile Web,6.0,0,9648.61,11028.97,,0
HTL0016,2025-07-29,2025-08-09,android app,1.0,0,10050.43,,57.6,0
HTL0137,2026-09-16,2026-09-20,Desktop Web,1.0,1,9606.99,9805.34,64.2,0
HTL0037,2024-12-05,2025-02-13,iOS App,3.0,0,10283.32,,,0
HTL0044,2026-07-14,2026-08-01,Mobile Web,21.0,0,13100.18,16721.66,67.7,0
HTL0045,2025-05-26,2025-06-18,Android App,3.0,1,8972.54,,45.0,0
HTL0217,2024-02-22,2024-02-28,IOS APP,5.0,1,6192.2,7578.59,35.9,0
HTL0185,2024-06-22,2024-07-11,,23.0,1,9230.09,10101.01,42.4,0
HTL0162,2025-08-08,2025-08-09,IOS APP,1.0,0,5899.72,8005.12,70.3,0
HTL0148,2024-08-30,2024-08-31,,,0,9669.76,9727.52,30.5,0
HTL0199,2023-10-28,2023-11-05,Android App,10.0,0,7587.26,8125.24,49.0,0
HTL0137,2025-01-14,2025-02-13,iOS App,1.0,1,9834.25,10277.54,33.8,0
HTL0225,2024-08-19,2024-08-28,Mobile Web,17.0,0,8086.73,,23.8,0
HTL0154,2026-04-19,2026-04-21,Desktop Web,17.0,0,7182.3,,64.2,0
HTL0018,2024-06-12,2024-06-13,Android App,7.0,0,9125.94,6780.92,67.0,0
HTL0025,2024-08-02,2024-08-07,IOS APP,2.0,1,8817.34,,60.3,0
HTL0142,2024-11-24,2024-12-01,iOS App,29.0,0,7915.44,8923.07,,0
HTL0143,2024-08-12,2024-08-17,Android App,2.0,0,10359.74,12540.13,44.2,0
HTL0080,2023-10-11,2023-11-01,Mobile Web,,1,8089.31,8172.97,40.3,0
HTL0001,2026-03-04,2026-03-29,Mobile Web,15.0,0,5514.19,,,0
HTL0151,2025-11-13,2025-11-29,android app,10.0,0,10230.02,,43.1,0
HTL0001,2024-06-23,2024-07-30,,8.0,0,6870.99,,,0
HTL0156,2025-12-01,2025-12-05,,44.0,0,11403.28,9404.17,61.1,0
HTL0034,2023-12-23,2023-12-26,,18.0,0,14856.52,,56.8,0
HTL0111,2023-12-07,2024-01-14,iOS App,5.0,0,9464.43,,29.5,0
HTL0290,2024-09-08,2024-11-05,,1.0,1,8828.97,8973.33,57.4,0
HTL0168,2026-04-17,2026-04-19,android app,1.0,0,10220.88,10758.67,43.7,0
HTL0103,2024-09-20,2024-10-02,Desktop Web,6.0,1,7637.48,,53.6,0
HTL0047,2024-12-30,2025-01-02,,5.0,1,17659.44,,,0
HTL0086,2025-05-13,2025-05-21,Desktop Web,21.0,1,8969.29,,48.4,0
HTL0275,2024-04-18,2024-04-27,iOS App,5.0,1,11219.51,,52.0,0
HTL0115,2026-01-19,2026-02-28,Android App,4.0,0,12492.68,12312.49,56.9,0
HTL0165,2026-01-19,2026-01-30,Desktop Web,1.0,1,10505.72,,,0
HTL0097,2025-05-11,2025-05-28,Android App,4.0,0,9088.97,8055.42,,0
HTL0247,2025-06-15,2025-07-02,android app,9.0,0,9158.13,,55.5,0
HTL0081,2024-05-05,2024-05-27,Desktop Web,,0,6858.66,,52.3,0
HTL0006,2023-11-13,2023-12-17,Desktop Web,30.0,0,8833.96,,,0
HTL0200,2024-01-16,2024-01-18,,1.0,0,8486.55,8528.03,32.4,0
HTL0121,2025-08-03,2025-09-05,Desktop Web,4.0,0,8664.91,,58.6,0
HTL0219,2026-06-04,2026-07-11,,6.0,1,9265.14,,83.5,0
HTL0003,2026-04-01,2026-05-30,Mobile Web,1.0,1,9381.34,9259.99,31.5,0
HTL0141,2024-06-24,2024-07-25,android app,11.0,0,12897.06,14734.97,68.5,0
HTL0298,2026-05-23,2026-06-06,iOS App,6.0,1,12134.7,10696.79,48.4,0
HTL0299,2026-06-23,2026-07-04,iOS App,5.0,0,18168.11,,29.6,0
HTL0045,2024-09-20,2024-09-21,,1.0,1,11137.49,,49.6,0
